"27189","2620","507","2024-12-16 22:49:40","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27445","2723","507","2024-12-17 00:27:18","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26678","2147","507","2024-12-16 21:56:09","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26423","2146","507","2024-12-16 21:47:06","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26935","3062","507","2024-12-16 22:19:25","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27191","3046","507","2024-12-16 22:50:09","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26424","2940","507","2024-12-16 21:47:07","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26680","2236","507","2024-12-16 21:56:12","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27192","2461","507","2024-12-16 22:50:15","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27448","2934","507","2024-12-17 00:28:31","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27704","2645","507","2024-12-17 08:54:53","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26425","3200","507","2024-12-16 21:47:08","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26937","2650","507","2024-12-16 22:19:30","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26426","2924","507","2024-12-16 21:47:09","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27706","2135","507","2024-12-17 08:55:12","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26683","2548","507","2024-12-16 21:56:15","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27452","2156","507","2024-12-17 00:36:30","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26429","2685","507","2024-12-16 21:47:16","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26941","3051","507","2024-12-16 22:19:52","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26430","2987","507","2024-12-16 21:47:16","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27198","2489","507","2024-12-16 22:52:22","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26945","2914","507","2024-12-16 22:20:16","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27713","3053","507","2024-12-17 08:57:30","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26690","2895","507","2024-12-16 21:56:37","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27458","2636","507","2024-12-17 00:46:07","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26691","2751","507","2024-12-16 21:56:38","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26947","2482","507","2024-12-16 22:21:19","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27459","2538","507","2024-12-17 00:46:11","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27716","2062","507","2024-12-17 08:58:18","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26949","2661","507","2024-12-16 22:21:27","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26438","2680","507","2024-12-16 21:47:29","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26694","2728","507","2024-12-16 21:56:42","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26950","3177","507","2024-12-16 22:21:28","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27206","2903","507","2024-12-16 22:53:34","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26695","2911","507","2024-12-16 21:56:43","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27463","1804","507","2024-12-17 00:56:05","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27719","2493","507","2024-12-17 08:59:21","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27208","2481","507","2024-12-16 22:53:54","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27722","2191","507","2024-12-17 09:01:30","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26700","2471","507","2024-12-16 21:56:51","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26956","2488","507","2024-12-16 22:22:36","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27468","2484","507","2024-12-17 00:58:18","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27724","2130","507","2024-12-17 09:01:49","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26445","3178","507","2024-12-16 21:47:37","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26701","2743","507","2024-12-16 21:56:52","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27469","3006","507","2024-12-17 00:59:07","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26958","2490","507","2024-12-16 22:22:37","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26447","2333","507","2024-12-16 21:47:41","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27727","2154","507","2024-12-17 09:04:42","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27216","2476","507","2024-12-16 22:55:31","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27217","3048","507","2024-12-16 22:55:34","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26451","3004","507","2024-12-16 21:47:43","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26707","2916","507","2024-12-16 21:57:06","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27475","3037","507","2024-12-17 01:01:19","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26452","2980","507","2024-12-16 21:47:45","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26964","3038","507","2024-12-16 22:23:51","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27220","3170","507","2024-12-16 22:56:21","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27733","2925","507","2024-12-17 09:10:30","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27222","1833","507","2024-12-16 22:56:35","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27478","3098","507","2024-12-17 01:03:07","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26455","2453","507","2024-12-16 21:47:49","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27735","1858","507","2024-12-17 09:10:56","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26456","2532","507","2024-12-16 21:47:49","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26712","2744","507","2024-12-16 21:57:30","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26457","3047","507","2024-12-16 21:47:52","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27481","3114","507","2024-12-17 01:07:28","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27737","3093","507","2024-12-17 09:12:19","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26458","3076","507","2024-12-16 21:47:56","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27482","2957","507","2024-12-17 01:08:06","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27739","3137","507","2024-12-17 09:13:03","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26461","2948","507","2024-12-16 21:48:00","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27229","2695","507","2024-12-16 22:57:59","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27741","2178","507","2024-12-17 09:16:26","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26974","2535","507","2024-12-16 22:24:50","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27230","2701","507","2024-12-16 22:58:07","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27487","3096","507","2024-12-17 01:11:30","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27743","2194","507","2024-12-17 09:17:10","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26465","3172","507","2024-12-16 21:48:05","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26721","3156","507","2024-12-16 21:58:01","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26722","2904","507","2024-12-16 21:58:02","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27234","2491","507","2024-12-16 22:58:43","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27490","2555","507","2024-12-17 01:14:16","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26723","2968","507","2024-12-16 21:58:25","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27492","2923","507","2024-12-17 01:18:19","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27237","2749","507","2024-12-16 22:59:17","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26470","3141","507","2024-12-16 21:48:12","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27238","2705","507","2024-12-16 22:59:26","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27751","2724","507","2024-12-17 09:21:28","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26984","3143","507","2024-12-16 22:26:03","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27240","2941","507","2024-12-16 23:01:23","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26730","2977","507","2024-12-16 21:58:42","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27754","2477","507","2024-12-17 09:23:24","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26731","1880","507","2024-12-16 21:58:45","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27499","2463","507","2024-12-17 01:38:30","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27244","2726","507","2024-12-16 23:02:48","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27500","3065","507","2024-12-17 01:45:00","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26477","3196","507","2024-12-16 21:48:29","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26734","2580","507","2024-12-16 21:58:56","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26990","3056","507","2024-12-16 22:26:28","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27246","3147","507","2024-12-16 23:03:36","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27758","2087","507","2024-12-17 09:25:39","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26735","2517","507","2024-12-16 21:58:57","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26991","3007","507","2024-12-16 22:26:38","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26992","3207","507","2024-12-16 22:26:44","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26993","2572","507","2024-12-16 22:26:47","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27505","2959","507","2024-12-17 01:49:15","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26994","2593","507","2024-12-16 22:26:56","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27250","2683","507","2024-12-16 23:04:53","a:1:{i:804;s:9:""Orac'List"";}",NULL
"27762","2718","507","2024-12-17 09:26:58","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26996","2541","507","2024-12-16 22:27:19","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"27508","3066","507","2024-12-17 01:59:29","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26741","3105","507","2024-12-16 21:59:27","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26997","3002","507","2024-12-16 22:27:27","a:1:{i:804;s:27:""Loups-Garous de Thiercelist"";}",NULL
"26486","3009","507","2024-12-16 21:48:41","a:1:{i:804;s:9:""Orac'List"";}",NULL
"26742","2619","507","2024-12-16 21:59:28","a:1:{i:804;s:9:""Orac'List"";}",NULL
